PA_CIDPRI,Goiás,Mato Grosso do Sul,Mato Grosso,Distrito Federal,Total Frequency
D45,57.0,19.0,54.0,74.0,204.0
Z762,46.0,157.0,1.0,0.0,204.0
M815,125.0,3.0,12.0,64.0,204.0
G610,28.0,50.0,65.0,61.0,204.0
Z538,7.0,0.0,43.0,153.0,203.0
L028,57.0,37.0,58.0,51.0,203.0
S909,29.0,162.0,4.0,7.0,202.0
G431,90.0,11.0,22.0,79.0,202.0
N394,23.0,73.0,46.0,60.0,202.0
M654,71.0,55.0,58.0,17.0,201.0
N398,118.0,9.0,9.0,64.0,200.0
M626,40.0,13.0,139.0,8.0,200.0
K591,100.0,10.0,54.0,35.0,199.0
O234,125.0,4.0,34.0,36.0,199.0
L97,102.0,49.0,17.0,30.0,198.0
G831,12.0,31.0,21.0,134.0,198.0
A46,92.0,70.0,32.0,3.0,197.0
L82,105.0,83.0,0.0,9.0,197.0
R91,66.0,3.0,123.0,4.0,196.0
S099,60.0,81.0,36.0,19.0,196.0
E102,134.0,10.0,14.0,38.0,196.0
C541,113.0,18.0,20.0,44.0,195.0
R13,66.0,14.0,24.0,90.0,194.0
J209,62.0,49.0,14.0,69.0,194.0
Q909,123.0,54.0,8.0,8.0,193.0
L732,58.0,22.0,22.0,91.0,193.0
K800,107.0,42.0,7.0,36.0,192.0
M224,54.0,20.0,67.0,51.0,192.0
S824,72.0,49.0,65.0,6.0,192.0
O342,184.0,0.0,4.0,3.0,191.0
M436,49.0,41.0,49.0,51.0,190.0
C502,36.0,16.0,39.0,98.0,189.0
M214,70.0,13.0,47.0,58.0,188.0
K29,56.0,4.0,128.0,0.0,188.0
H811,99.0,26.0,45.0,18.0,188.0
C920,69.0,72.0,14.0,32.0,187.0
Z019,36.0,51.0,2.0,98.0,187.0
H521,159.0,6.0,5.0,16.0,186.0
S827,92.0,38.0,52.0,3.0,185.0
J848,7.0,1.0,0.0,176.0,184.0
Z525,18.0,7.0,92.0,65.0,182.0
F209,12.0,20.0,126.0,24.0,182.0
L89,71.0,30.0,4.0,76.0,181.0
F067,31.0,3.0,1.0,146.0,181.0
Z123,131.0,16.0,22.0,11.0,180.0
M340,60.0,35.0,6.0,79.0,180.0
F800,119.0,49.0,7.0,5.0,180.0
G541,24.0,79.0,74.0,2.0,179.0
F001,64.0,61.0,33.0,21.0,179.0
L918,2.0,2.0,175.0,0.0,179.0
L299,120.0,21.0,10.0,27.0,178.0
M760,28.0,40.0,58.0,52.0,178.0
M510,70.0,71.0,32.0,5.0,178.0
I828,101.0,24.0,8.0,45.0,178.0
K439,163.0,6.0,3.0,5.0,177.0
G128,164.0,4.0,8.0,1.0,177.0
S526,149.0,19.0,5.0,4.0,177.0
R000,115.0,5.0,25.0,31.0,176.0
E880,3.0,0.0,0.0,173.0,176.0
E112,110.0,35.0,31.0,0.0,176.0
G629,52.0,25.0,8.0,91.0,176.0
S699,54.0,18.0,103.0,0.0,175.0
H833,171.0,1.0,2.0,1.0,175.0
N870,70.0,30.0,14.0,61.0,175.0
X640,89.0,5.0,0.0,80.0,174.0
L010,32.0,106.0,8.0,27.0,173.0
L720,102.0,20.0,34.0,16.0,172.0
D508,139.0,0.0,0.0,33.0,172.0
W180,142.0,19.0,8.0,3.0,172.0
S850,0.0,1.0,0.0,171.0,172.0
N211,149.0,16.0,7.0,0.0,172.0
M069,76.0,10.0,43.0,43.0,172.0
M222,30.0,14.0,48.0,80.0,172.0
K047,3.0,5.0,117.0,46.0,171.0
Z948,49.0,4.0,2.0,116.0,171.0
M706,40.0,21.0,78.0,31.0,170.0
G000,165.0,5.0,0.0,0.0,170.0
K805,96.0,24.0,2.0,47.0,169.0
Z301,155.0,7.0,7.0,0.0,169.0
N850,14.0,0.0,118.0,35.0,167.0
C187,52.0,38.0,6.0,71.0,167.0
Z539,15.0,8.0,54.0,89.0,166.0
C443,79.0,48.0,0.0,39.0,166.0
L500,95.0,14.0,22.0,35.0,166.0
M653,25.0,35.0,30.0,75.0,165.0
S899,27.0,12.0,23.0,103.0,165.0
C18,103.0,4.0,27.0,29.0,163.0
C340,54.0,35.0,6.0,68.0,163.0
S022,124.0,22.0,14.0,2.0,162.0
Z380,4.0,0.0,0.0,158.0,162.0
H541,90.0,68.0,0.0,4.0,162.0
L729,77.0,36.0,49.0,0.0,162.0
S500,92.0,36.0,19.0,15.0,162.0
N47,113.0,29.0,10.0,9.0,161.0
M770,20.0,52.0,73.0,16.0,161.0
S625,129.0,30.0,0.0,1.0,160.0
D460,152.0,0.0,4.0,4.0,160.0
I83,15.0,40.0,105.0,0.0,160.0
K219,73.0,7.0,6.0,73.0,159.0
N328,5.0,1.0,2.0,151.0,159.0
G540,29.0,24.0,98.0,8.0,159.0
S523,124.0,14.0,18.0,2.0,158.0
S927,60.0,25.0,70.0,3.0,158.0
S065,101.0,44.0,9.0,4.0,158.0
I248,149.0,0.0,8.0,1.0,158.0
M479,15.0,8.0,37.0,98.0,158.0
G823,15.0,15.0,52.0,76.0,158.0
N64,26.0,99.0,31.0,1.0,157.0
F202,75.0,24.0,15.0,43.0,157.0
S889,77.0,16.0,63.0,0.0,156.0
Z016,15.0,136.0,5.0,0.0,156.0
A000,58.0,5.0,14.0,79.0,156.0
C53,80.0,8.0,18.0,49.0,155.0
S431,126.0,22.0,7.0,0.0,155.0
Z899,39.0,9.0,1.0,105.0,154.0
K920,117.0,19.0,7.0,11.0,154.0
F799,103.0,13.0,0.0,38.0,154.0
M512,11.0,10.0,31.0,101.0,153.0
L600,72.0,18.0,49.0,14.0,153.0
L039,76.0,34.0,11.0,32.0,153.0
G448,91.0,16.0,16.0,30.0,153.0
G919,27.0,46.0,39.0,41.0,153.0
S018,65.0,55.0,14.0,19.0,153.0
S728,58.0,6.0,86.0,2.0,152.0
R418,85.0,24.0,14.0,29.0,152.0
F064,97.0,3.0,15.0,37.0,152.0
T019,5.0,3.0,10.0,134.0,152.0
K049,73.0,0.0,2.0,77.0,152.0
K914,3.0,3.0,2.0,143.0,151.0
J038,17.0,52.0,38.0,44.0,151.0
R410,114.0,14.0,9.0,14.0,151.0
E162,60.0,23.0,19.0,48.0,150.0
T509,84.0,19.0,4.0,43.0,150.0
L024,36.0,47.0,42.0,25.0,150.0
T905,12.0,2.0,27.0,108.0,149.0
S729,75.0,24.0,45.0,5.0,149.0
C538,60.0,22.0,39.0,28.0,149.0
Z769,0.0,88.0,35.0,26.0,149.0
C188,98.0,20.0,11.0,20.0,149.0
A084,13.0,34.0,56.0,46.0,149.0
F322,33.0,44.0,38.0,34.0,149.0
C811,72.0,11.0,29.0,35.0,147.0
F20,6.0,16.0,124.0,1.0,147.0
M502,12.0,7.0,1.0,127.0,147.0
F89,4.0,40.0,8.0,95.0,147.0
K528,67.0,14.0,55.0,10.0,146.0
G959,9.0,5.0,3.0,129.0,146.0
I499,97.0,10.0,15.0,24.0,146.0
S828,124.0,3.0,5.0,13.0,145.0
A928,143.0,2.0,0.0,0.0,145.0
K918,46.0,0.0,0.0,99.0,145.0
L728,119.0,0.0,24.0,2.0,145.0
S825,128.0,12.0,0.0,5.0,145.0
S320,53.0,41.0,13.0,37.0,144.0
L020,41.0,30.0,40.0,33.0,144.0
S024,83.0,25.0,27.0,9.0,144.0
S609,30.0,97.0,3.0,14.0,144.0
K921,83.0,34.0,4.0,22.0,143.0
J02,3.0,0.0,140.0,0.0,143.0
H612,40.0,52.0,39.0,12.0,143.0
H119,91.0,47.0,3.0,1.0,142.0
S924,77.0,59.0,4.0,2.0,142.0
Q02,50.0,22.0,56.0,13.0,141.0
S698,25.0,28.0,72.0,16.0,141.0
S424,83.0,34.0,10.0,14.0,141.0
Q369,7.0,131.0,1.0,2.0,141.0
G319,11.0,0.0,16.0,114.0,141.0
S520,110.0,24.0,1.0,5.0,140.0
W540,35.0,47.0,22.0,36.0,140.0
F329,34.0,21.0,49.0,36.0,140.0
S903,54.0,34.0,35.0,17.0,140.0
V290,118.0,8.0,14.0,0.0,140.0
L986,12.0,128.0,0.0,0.0,140.0
N111,55.0,12.0,5.0,68.0,140.0
A009,21.0,0.0,0.0,118.0,139.0
N329,39.0,2.0,0.0,98.0,139.0
K703,66.0,32.0,30.0,11.0,139.0
G459,52.0,29.0,50.0,7.0,138.0
S062,26.0,45.0,42.0,25.0,138.0
M160,49.0,38.0,42.0,9.0,138.0
Z528,136.0,0.0,0.0,2.0,138.0
K52,1.0,0.0,134.0,2.0,137.0
K290,114.0,10.0,1.0,12.0,137.0
M23,64.0,9.0,40.0,24.0,137.0
C159,65.0,48.0,16.0,8.0,137.0
D239,121.0,11.0,2.0,2.0,136.0
B34,21.0,0.0,114.0,1.0,136.0
I259,61.0,22.0,15.0,38.0,136.0
Z48,126.0,0.0,2.0,8.0,136.0
F000,47.0,44.0,29.0,16.0,136.0
S010,50.0,29.0,16.0,40.0,135.0
I422,0.0,0.0,134.0,1.0,135.0
E106,113.0,3.0,3.0,15.0,134.0
K088,22.0,53.0,27.0,32.0,134.0
R50,15.0,11.0,108.0,0.0,134.0
K081,48.0,48.0,8.0,30.0,134.0
H650,66.0,17.0,42.0,9.0,134.0
H103,20.0,84.0,7.0,22.0,133.0
M765,35.0,33.0,40.0,24.0,132.0
S661,91.0,14.0,22.0,5.0,132.0
O13,103.0,0.0,14.0,15.0,132.0
F310,18.0,2.0,110.0,2.0,132.0
F41,43.0,24.0,65.0,0.0,132.0
D613,15.0,23.0,26.0,68.0,132.0
I830,35.0,12.0,69.0,15.0,131.0
Z10,94.0,3.0,34.0,0.0,131.0
M431,10.0,12.0,63.0,46.0,131.0
L988,50.0,5.0,65.0,11.0,131.0
D048,131.0,0.0,0.0,0.0,131.0
T932,45.0,10.0,46.0,30.0,131.0
M518,4.0,6.0,116.0,5.0,131.0
G40,91.0,4.0,28.0,8.0,131.0
R202,65.0,10.0,17.0,38.0,130.0
Z992,25.0,0.0,105.0,0.0,130.0
N041,43.0,9.0,4.0,74.0,130.0
M241,43.0,22.0,37.0,28.0,130.0
A490,6.0,0.0,0.0,123.0,129.0
C448,122.0,0.0,7.0,0.0,129.0
M720,35.0,23.0,36.0,35.0,129.0
K318,36.0,90.0,0.0,3.0,129.0
T148,69.0,43.0,15.0,2.0,129.0
F03,79.0,13.0,9.0,27.0,128.0
C109,49.0,41.0,32.0,6.0,128.0
N871,16.0,26.0,0.0,85.0,127.0
F204,81.0,8.0,30.0,8.0,127.0
K635,17.0,21.0,29.0,59.0,126.0
N872,29.0,0.0,0.0,97.0,126.0
D578,106.0,9.0,4.0,7.0,126.0
K08,59.0,5.0,30.0,32.0,126.0
T320,0.0,0.0,0.0,126.0,126.0
A539,19.0,1.0,3.0,103.0,126.0
E116,76.0,19.0,6.0,25.0,126.0
R002,39.0,50.0,13.0,24.0,126.0
K903,29.0,13.0,1.0,82.0,125.0
L509,23.0,73.0,1.0,28.0,125.0
Z302,76.0,6.0,15.0,28.0,125.0
S836,53.0,44.0,17.0,11.0,125.0
C911,38.0,24.0,35.0,28.0,125.0
F718,4.0,117.0,3.0,1.0,125.0
R17,86.0,14.0,7.0,18.0,125.0
E200,33.0,17.0,24.0,51.0,125.0
S521,85.0,20.0,10.0,10.0,125.0
M253,7.0,3.0,104.0,10.0,124.0
I48,40.0,25.0,9.0,50.0,124.0
M766,39.0,22.0,39.0,24.0,124.0
E669,83.0,5.0,0.0,35.0,123.0
Z125,114.0,3.0,2.0,4.0,123.0
F32,10.0,3.0,110.0,0.0,123.0
S930,94.0,22.0,2.0,5.0,123.0
S019,36.0,62.0,2.0,23.0,123.0
H409,85.0,7.0,0.0,31.0,123.0
M51,73.0,1.0,17.0,32.0,123.0
M754,25.0,10.0,76.0,11.0,122.0
D471,46.0,9.0,20.0,47.0,122.0
A301,3.0,2.0,0.0,117.0,122.0
R32,83.0,4.0,25.0,10.0,122.0
E668,83.0,29.0,1.0,9.0,122.0
X220,57.0,47.0,3.0,14.0,121.0
R252,14.0,9.0,6.0,92.0,121.0
J129,83.0,17.0,16.0,4.0,120.0
G473,10.0,6.0,0.0,104.0,120.0
M75,41.0,17.0,41.0,21.0,120.0
S524,100.0,14.0,4.0,2.0,120.0
W019,101.0,15.0,1.0,3.0,120.0
C505,48.0,17.0,27.0,28.0,120.0
N80,36.0,0.0,14.0,69.0,119.0
S611,63.0,31.0,17.0,8.0,119.0
A419,77.0,20.0,8.0,14.0,119.0
V280,99.0,11.0,2.0,5.0,117.0
C73,51.0,27.0,3.0,36.0,117.0
S819,53.0,25.0,9.0,30.0,117.0
R600,51.0,19.0,7.0,40.0,117.0
C795,62.0,11.0,27.0,17.0,117.0
F103,63.0,11.0,11.0,32.0,117.0
H660,31.0,17.0,38.0,30.0,116.0
L209,46.0,19.0,10.0,41.0,116.0
B029,39.0,15.0,14.0,48.0,116.0
Q355,10.0,106.0,0.0,0.0,116.0
Q668,4.0,8.0,10.0,94.0,116.0
M109,50.0,12.0,7.0,47.0,116.0
L998,100.0,12.0,0.0,3.0,115.0
Q666,1.0,0.0,1.0,113.0,115.0
C679,75.0,20.0,8.0,11.0,114.0
S009,27.0,45.0,15.0,27.0,114.0
N946,51.0,8.0,33.0,22.0,114.0
I238,106.0,0.0,4.0,4.0,114.0
L031,31.0,14.0,44.0,25.0,114.0
E038,110.0,1.0,0.0,2.0,113.0
R508,100.0,2.0,3.0,8.0,113.0
L570,100.0,1.0,0.0,12.0,113.0
G712,25.0,12.0,17.0,58.0,112.0
O209,80.0,3.0,21.0,8.0,112.0
E07,26.0,64.0,22.0,0.0,112.0
Q059,7.0,9.0,5.0,90.0,111.0
F109,12.0,72.0,9.0,17.0,110.0
S810,58.0,37.0,7.0,8.0,110.0
Z932,24.0,5.0,0.0,81.0,110.0
K858,75.0,3.0,8.0,24.0,110.0
F432,74.0,6.0,20.0,10.0,110.0
S933,90.0,13.0,4.0,2.0,109.0
Q960,31.0,11.0,10.0,56.0,108.0
E250,36.0,54.0,1.0,17.0,108.0
O600,101.0,1.0,2.0,4.0,108.0
M652,41.0,13.0,47.0,7.0,108.0
Z488,102.0,2.0,1.0,3.0,108.0
K075,92.0,0.0,15.0,0.0,107.0
E871,45.0,8.0,10.0,44.0,107.0
J068,67.0,7.0,21.0,11.0,106.0
I639,7.0,14.0,0.0,85.0,106.0
N18,70.0,5.0,31.0,0.0,106.0
C329,29.0,58.0,17.0,2.0,106.0
I49,96.0,2.0,7.0,0.0,105.0
K801,67.0,7.0,10.0,21.0,105.0
I110,53.0,7.0,8.0,37.0,105.0
M139,26.0,14.0,31.0,34.0,105.0
O034,91.0,4.0,3.0,6.0,104.0
K076,10.0,30.0,12.0,52.0,104.0
J09,102.0,0.0,2.0,0.0,104.0
M412,1.0,0.0,12.0,91.0,104.0
T913,7.0,0.0,0.0,97.0,104.0
I255,84.0,4.0,0.0,16.0,104.0
S700,61.0,11.0,21.0,11.0,104.0
K929,40.0,39.0,4.0,21.0,104.0
N938,84.0,5.0,9.0,5.0,103.0
H664,4.0,97.0,0.0,2.0,103.0
I269,27.0,15.0,5.0,56.0,103.0
B340,61.0,16.0,4.0,22.0,103.0
S411,85.0,5.0,10.0,3.0,103.0
M236,16.0,43.0,43.0,0.0,102.0
S61,39.0,35.0,28.0,0.0,102.0
E115,65.0,10.0,12.0,15.0,102.0
S007,92.0,7.0,1.0,2.0,102.0
K469,87.0,3.0,4.0,8.0,102.0
T232,7.0,9.0,12.0,74.0,102.0
H813,72.0,0.0,6.0,24.0,102.0
S620,52.0,28.0,10.0,11.0,101.0
F719,8.0,75.0,8.0,10.0,101.0
S663,79.0,3.0,16.0,3.0,101.0
F84,45.0,45.0,11.0,0.0,101.0
E145,40.0,10.0,9.0,41.0,100.0
R31,54.0,13.0,30.0,3.0,100.0
C760,32.0,56.0,6.0,6.0,100.0
I068,100.0,0.0,0.0,0.0,100.0
H60,8.0,9.0,83.0,0.0,100.0
F002,74.0,8.0,12.0,6.0,100.0
K522,19.0,2.0,63.0,15.0,99.0
Z504,85.0,0.0,14.0,0.0,99.0
K074,93.0,1.0,0.0,5.0,99.0
Z490,99.0,0.0,0.0,0.0,99.0
R040,28.0,26.0,19.0,26.0,99.0
E103,65.0,3.0,3.0,28.0,99.0
C19,38.0,28.0,8.0,25.0,99.0
N511,56.0,13.0,30.0,0.0,99.0
B373,69.0,12.0,3.0,15.0,99.0
E104,76.0,4.0,4.0,15.0,99.0
M410,31.0,27.0,29.0,11.0,98.0
K37,81.0,5.0,7.0,5.0,98.0
T136,7.0,44.0,44.0,3.0,98.0
C250,50.0,8.0,8.0,32.0,98.0
K042,54.0,27.0,11.0,6.0,98.0
I250,40.0,32.0,4.0,22.0,98.0
K811,70.0,1.0,2.0,24.0,97.0
S522,74.0,20.0,0.0,3.0,97.0
R681,96.0,0.0,0.0,1.0,97.0
K119,0.0,0.0,2.0,95.0,97.0
S617,70.0,14.0,7.0,6.0,97.0
O061,0.0,0.0,96.0,0.0,96.0
N832,46.0,1.0,38.0,11.0,96.0
J81,83.0,7.0,5.0,1.0,96.0
M257,56.0,2.0,38.0,0.0,96.0
F323,40.0,17.0,27.0,11.0,95.0
C492,70.0,4.0,1.0,20.0,95.0
L309,69.0,9.0,7.0,10.0,95.0
G120,35.0,7.0,10.0,43.0,95.0
A920,58.0,3.0,5.0,29.0,95.0
L023,34.0,17.0,20.0,24.0,95.0
S098,16.0,29.0,29.0,21.0,95.0
E849,37.0,28.0,3.0,26.0,94.0
F239,34.0,6.0,4.0,50.0,94.0
O620,78.0,1.0,9.0,6.0,94.0
M800,55.0,18.0,10.0,11.0,94.0
G44,77.0,0.0,12.0,5.0,94.0
F701,33.0,46.0,8.0,7.0,94.0
J304,22.0,30.0,6.0,36.0,94.0
G309,22.0,24.0,45.0,3.0,94.0
C44,64.0,24.0,3.0,2.0,93.0
C530,22.0,6.0,2.0,63.0,93.0
S901,61.0,22.0,9.0,1.0,93.0
C160,38.0,8.0,1.0,46.0,93.0
E042,73.0,0.0,6.0,14.0,93.0
S83,15.0,7.0,64.0,7.0,93.0
H10,0.0,2.0,90.0,0.0,92.0
D250,31.0,23.0,20.0,18.0,92.0
M418,0.0,7.0,59.0,26.0,92.0
O16,70.0,1.0,16.0,5.0,92.0
N048,21.0,10.0,6.0,54.0,91.0
R030,40.0,5.0,16.0,30.0,91.0
G931,27.0,11.0,11.0,42.0,91.0
O479,81.0,0.0,2.0,8.0,91.0
I442,78.0,8.0,1.0,4.0,91.0
N608,54.0,1.0,13.0,23.0,91.0
K760,14.0,1.0,4.0,72.0,91.0
Z519,76.0,0.0,9.0,5.0,90.0
G121,68.0,2.0,5.0,15.0,90.0
J181,51.0,16.0,7.0,16.0,90.0
M198,15.0,0.0,36.0,39.0,90.0
M254,27.0,6.0,53.0,4.0,90.0
J399,6.0,1.0,50.0,33.0,90.0
K852,63.0,8.0,19.0,0.0,90.0
C810,25.0,14.0,6.0,45.0,90.0
Z515,1.0,0.0,5.0,83.0,89.0
M713,55.0,2.0,9.0,23.0,89.0
F29,8.0,12.0,68.0,1.0,89.0
S026,73.0,5.0,9.0,2.0,89.0
B208,1.0,1.0,86.0,0.0,88.0
R33,35.0,4.0,26.0,23.0,88.0
M792,4.0,54.0,29.0,1.0,88.0
A305,62.0,0.0,10.0,16.0,88.0
Q660,3.0,22.0,35.0,28.0,88.0
Z129,0.0,1.0,9.0,78.0,88.0
R451,36.0,16.0,6.0,30.0,88.0
S730,17.0,3.0,32.0,35.0,87.0
G245,10.0,1.0,44.0,32.0,87.0
Z988,63.0,6.0,1.0,17.0,87.0
Z993,0.0,0.0,0.0,87.0,87.0
N179,33.0,27.0,2.0,25.0,87.0
J014,36.0,1.0,3.0,46.0,86.0
C229,55.0,22.0,7.0,2.0,86.0
S066,20.0,60.0,6.0,0.0,86.0
J90,45.0,13.0,22.0,6.0,86.0
K01,0.0,0.0,1.0,85.0,86.0
J020,31.0,26.0,26.0,3.0,86.0
T931,16.0,4.0,41.0,25.0,86.0
K746,37.0,20.0,12.0,17.0,86.0
I698,21.0,46.0,19.0,0.0,86.0
L239,40.0,9.0,19.0,18.0,86.0
S835,41.0,13.0,2.0,29.0,85.0
C16,45.0,6.0,22.0,12.0,85.0
I211,63.0,4.0,11.0,7.0,85.0
M332,19.0,14.0,10.0,42.0,85.0
S727,53.0,9.0,20.0,2.0,84.0
E039,61.0,5.0,8.0,10.0,84.0
G518,15.0,10.0,16.0,43.0,84.0
M217,3.0,2.0,16.0,63.0,84.0
J010,48.0,8.0,5.0,23.0,84.0
H522,32.0,7.0,8.0,37.0,84.0
C785,82.0,2.0,0.0,0.0,84.0
S531,65.0,14.0,5.0,0.0,84.0
Q374,0.0,83.0,0.0,1.0,84.0
M219,9.0,0.0,22.0,53.0,84.0
F88,62.0,8.0,13.0,0.0,83.0
Z206,48.0,5.0,20.0,10.0,83.0
S697,10.0,57.0,15.0,1.0,83.0
I159,60.0,3.0,14.0,6.0,83.0
C34,62.0,0.0,13.0,8.0,83.0
S223,39.0,7.0,27.0,10.0,83.0
C069,40.0,4.0,37.0,2.0,83.0
M201,18.0,3.0,3.0,59.0,83.0
N800,65.0,6.0,3.0,9.0,83.0
M210,1.0,24.0,14.0,44.0,83.0
J219,12.0,11.0,9.0,50.0,82.0
U09,76.0,0.0,6.0,0.0,82.0
K859,64.0,5.0,3.0,10.0,82.0
C259,44.0,18.0,13.0,7.0,82.0
K625,26.0,1.0,16.0,39.0,82.0
A080,50.0,4.0,24.0,3.0,81.0
J960,51.0,17.0,6.0,7.0,81.0
L088,34.0,32.0,3.0,12.0,81.0
K35,3.0,26.0,51.0,1.0,81.0
M075,0.0,81.0,0.0,0.0,81.0
G570,31.0,0.0,24.0,26.0,81.0
R609,58.0,6.0,5.0,12.0,81.0
N318,1.0,40.0,0.0,40.0,81.0
I959,58.0,2.0,6.0,15.0,81.0
S01,27.0,16.0,37.0,0.0,80.0
D170,70.0,4.0,4.0,2.0,80.0
E11,4.0,40.0,35.0,1.0,80.0
T630,76.0,0.0,4.0,0.0,80.0
M911,0.0,6.0,14.0,60.0,80.0
C670,22.0,35.0,8.0,15.0,80.0
M841,46.0,1.0,5.0,27.0,79.0
S015,33.0,20.0,19.0,7.0,79.0
F730,77.0,2.0,0.0,0.0,79.0
J011,55.0,9.0,3.0,12.0,79.0
T189,38.0,27.0,9.0,5.0,79.0
S607,33.0,35.0,1.0,10.0,79.0
O210,56.0,2.0,16.0,5.0,79.0
Z209,42.0,8.0,8.0,21.0,79.0
M774,9.0,4.0,32.0,34.0,79.0
H651,19.0,26.0,1.0,33.0,79.0
F10,6.0,0.0,72.0,0.0,78.0
I73,17.0,0.0,61.0,0.0,78.0
A059,57.0,6.0,5.0,10.0,78.0
G406,58.0,3.0,1.0,16.0,78.0
D467,4.0,13.0,1.0,60.0,78.0
K293,59.0,5.0,3.0,11.0,78.0
S880,16.0,30.0,29.0,3.0,78.0
I240,62.0,3.0,11.0,2.0,78.0
G803,40.0,3.0,14.0,21.0,78.0
M348,25.0,20.0,3.0,30.0,78.0
J01,9.0,0.0,69.0,0.0,78.0
K319,37.0,12.0,21.0,8.0,78.0
M960,43.0,16.0,17.0,1.0,77.0
Z321,49.0,2.0,25.0,1.0,77.0
X990,65.0,12.0,0.0,0.0,77.0
C719,19.0,10.0,21.0,27.0,77.0
D489,21.0,13.0,1.0,42.0,77.0
M072,24.0,23.0,8.0,22.0,77.0
N030,0.0,0.0,0.0,77.0,77.0
S06,14.0,1.0,35.0,27.0,77.0
S890,30.0,6.0,40.0,0.0,76.0
S601,44.0,14.0,15.0,3.0,76.0
I845,22.0,8.0,8.0,38.0,76.0
N839,20.0,0.0,51.0,5.0,76.0
K117,0.0,75.0,1.0,0.0,76.0
D173,73.0,2.0,1.0,0.0,76.0
E878,54.0,6.0,0.0,16.0,76.0
M230,35.0,34.0,7.0,0.0,76.0
M671,20.0,0.0,56.0,0.0,76.0
E161,41.0,3.0,18.0,14.0,76.0
S008,37.0,15.0,9.0,15.0,76.0
S011,35.0,14.0,11.0,16.0,76.0
F09,50.0,21.0,2.0,3.0,76.0
J128,19.0,38.0,11.0,8.0,76.0
M229,5.0,0.0,5.0,65.0,75.0
J350,34.0,27.0,3.0,11.0,75.0
S681,33.0,22.0,10.0,10.0,75.0
M244,9.0,9.0,3.0,54.0,75.0
M062,59.0,10.0,5.0,0.0,74.0
Q501,67.0,0.0,3.0,4.0,74.0
Q90,64.0,10.0,0.0,0.0,74.0
J218,27.0,21.0,0.0,26.0,74.0
I743,22.0,17.0,14.0,21.0,74.0
S622,62.0,7.0,1.0,4.0,74.0
F69,36.0,1.0,37.0,0.0,74.0
W550,40.0,10.0,3.0,21.0,74.0
C710,24.0,8.0,17.0,25.0,74.0
S528,50.0,22.0,1.0,1.0,74.0
S630,33.0,22.0,12.0,7.0,74.0
S830,19.0,27.0,0.0,28.0,74.0
C413,2.0,0.0,0.0,72.0,74.0
G934,57.0,8.0,7.0,1.0,73.0
N308,65.0,4.0,0.0,4.0,73.0
N944,54.0,1.0,10.0,8.0,73.0
Z006,4.0,35.0,1.0,33.0,73.0
K573,6.0,6.0,4.0,57.0,73.0
T174,33.0,1.0,24.0,15.0,73.0
T310,71.0,0.0,1.0,1.0,73.0
E208,20.0,7.0,12.0,33.0,72.0
S898,9.0,3.0,41.0,19.0,72.0
F721,16.0,48.0,4.0,4.0,72.0
H405,25.0,5.0,12.0,30.0,72.0
C186,25.0,22.0,1.0,24.0,72.0
N038,0.0,0.0,70.0,2.0,72.0
W190,44.0,16.0,10.0,2.0,72.0
D691,13.0,0.0,56.0,3.0,72.0
G111,31.0,14.0,27.0,0.0,72.0
E841,16.0,53.0,3.0,0.0,72.0
K089,10.0,1.0,7.0,54.0,72.0
G407,30.0,9.0,4.0,28.0,71.0
R52,9.0,5.0,55.0,2.0,71.0
M866,41.0,1.0,1.0,28.0,71.0
I119,31.0,1.0,11.0,28.0,71.0
C168,33.0,21.0,7.0,10.0,71.0
M478,4.0,1.0,38.0,28.0,71.0
N95,5.0,0.0,63.0,3.0,71.0
Z005,40.0,6.0,10.0,15.0,71.0
N459,29.0,9.0,11.0,22.0,71.0
D500,32.0,3.0,1.0,35.0,71.0
Z822,70.0,1.0,0.0,0.0,71.0
K053,14.0,0.0,4.0,53.0,71.0
S660,18.0,12.0,37.0,4.0,71.0
V98,70.0,0.0,0.0,0.0,70.0
C23,34.0,13.0,3.0,20.0,70.0
T150,14.0,18.0,12.0,26.0,70.0
K050,1.0,0.0,15.0,54.0,70.0
G513,7.0,1.0,9.0,52.0,69.0
K85,5.0,26.0,12.0,26.0,69.0
W570,54.0,9.0,0.0,6.0,69.0
M870,1.0,2.0,3.0,63.0,69.0
Y040,41.0,13.0,1.0,14.0,69.0
H814,43.0,6.0,12.0,8.0,69.0
I059,2.0,1.0,1.0,65.0,69.0
G112,11.0,0.0,39.0,19.0,69.0
O420,65.0,0.0,1.0,3.0,69.0
S501,43.0,10.0,10.0,5.0,68.0
A929,6.0,13.0,16.0,33.0,68.0
M009,8.0,2.0,1.0,57.0,68.0
R14,23.0,10.0,35.0,0.0,68.0
Q370,38.0,0.0,16.0,14.0,68.0
W544,27.0,8.0,6.0,27.0,68.0
K42,5.0,3.0,19.0,40.0,67.0
M331,18.0,8.0,3.0,38.0,67.0
J45,11.0,1.0,55.0,0.0,67.0
Q161,0.0,0.0,67.0,0.0,67.0
Z004,44.0,1.0,0.0,22.0,67.0
L508,9.0,1.0,19.0,38.0,67.0
T171,17.0,27.0,21.0,2.0,67.0
E10,22.0,23.0,21.0,1.0,67.0
G589,7.0,18.0,8.0,34.0,67.0
G129,6.0,1.0,15.0,44.0,66.0
S324,34.0,3.0,29.0,0.0,66.0
M400,2.0,13.0,33.0,18.0,66.0
M840,42.0,1.0,22.0,1.0,66.0
